Topic,Count,Name,Representation,Representative_Docs
130,34,130_guard_guards_guarding_adguard,"['guard', 'guards', 'guarding', 'adguard', 'removing', 'remove', 'removed', 'handled', 'drop', 'replace']","['Same here, please remove the guard.', 'Same here, remove the guard', 'We have code to guard for None . Should this be?']"
131,33,131_warnings_warning_warn_logging,"['warnings', 'warning', 'warn', 'logging', 'loggererror', 'debug', 'log', 'errors', 'error', 'notification']","['return after logging the warning instead.', 'This should not be a warning but debug.', ""Add a new abort reason and put this message in there. That way it's visible to users in the UI . Done. We can remove this warning being logged. It's already shown to the user. Warning removed.""]"
132,33,132_bc24777_fixed_cfb5fe1a8228c704a88f7e4ae9f9a58dd7f2d6d4_6cd945738e66a249e8691c243d817e869028b682,"['bc24777', 'fixed', 'cfb5fe1a8228c704a88f7e4ae9f9a58dd7f2d6d4', '6cd945738e66a249e8691c243d817e869028b682', '485ef31a8e37311bcba90f72127fb857f8695aeb', '8b31006d58c8579f4f6addec4b4b8f3a5ab28487', 'b945a09e690a5c995742befbb4806d31da51a6ca', 'in73f4e1c', '3818a8592f1ac1a1de1f58b0bf0044734b61e882', '1bb070f']","['Fixed in bc24777', 'Fixed in bc24777', 'Fixed in bc24777']"
133,33,133_pypi_pyprojecttoml_pypiorg_pynanoleaf,"['pypi', 'pyprojecttoml', 'pypiorg', 'pynanoleaf', 'package', 'pysqueezebox', 'pkg', 'pythonglancesapi', 'setuppy', 'psutil']","['This is code that should be wrapped in a library hosted on PyPi. See: I have make a python package on PyPi', 'should probably also move to pypi package', 'This should be in your pypi package']"
134,32,134_ssl_sslsslerror_sslsslcontext_sslcertverificationerror,"['ssl', 'sslsslerror', 'sslsslcontext', 'sslcertverificationerror', 'https', 'certificate', 'sslcipherlist', 'cert', 'exceptionsclientconnectorcertificateerror', 'clientsidecertificates']","['Please use CONF VERIFY SSL', ""Can't verify ssl for http : )"", 'If the SSL settings are incorrect, what error will be raised when calling fully.getDeviceInfo below? If use ssl is wrong, meaning that it is set to True but the Fully app is not configured for SSL, the error will be ""Failed to connect"" (""cannot connect"" with the translations folder removed) regardless of the state of verify ssl . If use ssl is correct, meaning that it is set to True and the Fully app is configured for SSL; but verify ssl is wrong, meaning that HA has not been loaded with the CA to verify the certificate, there will be an SSL error from the backend library. OK, and how is that shown to the user? On the frontend the user gets ""Failed to connect"" as caught by except ( ClientConnectorError, FullyKioskError, asyncio.TimeoutError, ) as error: ![image]( And the debug log registers: aiohttp.client exceptions.ClientConnectorCertificateError: Cannot connect to host 192.168.1.30:2323 ssl:True [SSLCertVerificationError: (1, \'[SSL: CERTIFICATE VERIFY FAILED] certificate verify failed: unable to get local issuer certificate ( ssl.c:997)\')] OK, in that case I\'d suggest to set the error to something more detailed than cannot connect to help the user distinguish between the different errors. That was my intention originally but there\'s nothing for ssl errors in homeassistant strings.json. I guess the general expectation is that the user will check the logs for the specific failure when getting ""Failed to connect"", specially if he is advanced enough to be setting up ssl with the integration. emontnemery, thoughts? I\'d suggest to include the the exception error message in the description placeholders since the error message is likely to aid the user if they made a mistake in the SSL configuration. Now the exception message is shown to the user on the frontend, as recommended. ![image](']"
135,32,135_selectselector_selectselectormode_selectselectorconfig_selector,"['selectselector', 'selectselectormode', 'selectselectorconfig', 'selector', 'select', 'selected', 'selectors', 'multiselect', 'selectentitydescription', 'selectselectorconfigsort']","['Please use a SelectSelector instead', 'I think we can make this a select selector since we already know all possible values Done', 'Use a select selector instead, maybe something like:']"
136,32,136_4communicationwithdevicesservices_5communicationwithdevicesservices_protocol_pypi,"['4communicationwithdevicesservices', '5communicationwithdevicesservices', 'protocol', 'pypi', 'interface', 'udp', 'documentation', 'rpa', 'tcp', 'library']","[""This integration has existing code that has too much protocol details. We won't allow new code that introduces more protocol details. For more sensor types to be added we need to first extract the device specific interface code and data parsing to a standalone library published on PyPI. I just now saw your comment in another PR adding the same feature... Should have looked into the closed ones as well. I see your point to not include protocol specific code, but it is quite bad we cannot integrate any non-existing enocean hardware for now. Do you know if someone is already working on a new library? [The one we are using right now]( seems to be abandoned anyway. I don't know of any progress in this direction lately, unfortunately. There's an Enocean Discord server for talking about the integration but there's not much activity."", 'Please extract the device specific interface code and data parsing to a standalone library published on PyPI. 4-communication-with-devicesservices', 'Please extract the device specific interface code and data parsing to a standalone library published on PyPI. 4-communication-with-devicesservices']"
137,32,137_entitycategory_entitycategoryconfig_entitycategorydiagnostic_categories,"['entitycategory', 'entitycategoryconfig', 'entitycategorydiagnostic', 'categories', 'category', 'entities', 'entity', 'entitymetadata', 'featcategory', 'categorization']","['Both entities should have the category configuration', 'This should be ENTITY CATEGORY DIAGNOSTIC', 'Entity category should be set to CONFIG']"
138,32,138_property_properties_removing_removes,"['property', 'properties', 'removing', 'removes', 'remove', 'change', 'removed', 'useless', 'unused', 'allows']","['Remove this property too.', 'remove this property', 'We can remove this property.']"
139,32,139_annotations_annotate_annotation_annotated,"['annotations', 'annotate', 'annotation', 'annotated', 'type', 'types', 'typed', 'untyped', 'typingfinal', 'signature']","['Please type the whole signature when adding type annotations.', 'Missing type annotations. Please type the whole signature when adding type annotations.', 'The parameter is missing a type annotation. Please type the whole signature when adding type annotations.']"
140,31,140_step_steps_await_async,"['step', 'steps', 'await', 'async', 'form', 'forms', 'selfasync', 'follow', 'formstep', 'prompt']","[""Don't present the form of another step, instead call async step user"", ""We're potentially moving directly to the user step form from here. We shouldn't do that. Each form is private to its step method. Await the step method to change step instead."", 'There is a design standard that you have to show the form for the step in the step itself. This form should move to step async step location , and instead here invoke return await self.async step location()']"
141,31,141_domain_domains_unsupported_config,"['domain', 'domains', 'unsupported', 'config', 'belongs', 'issue', 'brackets', 'standards', 'str', 'prefix']","['Type domain as domain: str list[str]', 'This is not the documentation for the correct domain', 'please import the TODO domain as TODO DOMAIN Like, they are the same string, but we should use the domain here']"
142,31,142_constructor_constrcutor_set_init,"['constructor', 'constrcutor', 'set', 'init', 'outside', 'static', 'existing', 'inits', 'opposite', 'insteon']","['Can be set outside of the constructor', 'Can be set outside of the constructor', 'Can be set outside of the constructor']"
143,31,143_uniqueidrequirements_unique_id_ids,"['uniqueidrequirements', 'unique', 'id', 'ids', 'attr', 'init', 'infoid', 'attribute', 'assign', 'assigning']","['Set this as self. attr unique id instead', 'This can be set as self. attr unique id', 'Could you use attr unique id ? Done']"
144,31,144_duplicated_duplicate_code_coding,"['duplicated', 'duplicate', 'code', 'coding', 'hardcoded', 'hardcode', 'copy', 'script', 'repetition', 'merge']","['maybe put that in a method to avoid duplicate code', 'duplicate code as above', 'Duplicate code.']"
145,30,145_runtimedata_entryruntimedata_runtime_entrydata,"['runtimedata', 'entryruntimedata', 'runtime', 'entrydata', 'entryruntime', 'entrydatahost', 'entrydatagetconf', 'dataclass', 'data', 'entries']","['Could this use entry.runtime data instead?', 'Please use [runtime data](', 'Use runtime data instead']"
146,30,146_hardwareaddress_generaldiagnosticsstructsnetworkinterfacehardwareaddress_mac_address,"['hardwareaddress', 'generaldiagnosticsstructsnetworkinterfacehardwareaddress', 'mac', 'address', 'addresses', 'registryformat', '802154', 'ip', 'registry', 'hostname']","[""Maybe it's better to use homeassistant.helpers.device registry.format mac to enforce a common format for the mac address? Disregard, I didn't realize mac code is just 4 characters and not the complete mac address."", 'If the mac address is available, its generally preferred to set connections over identifiers Unfortunately the Kaleidescape API does not expose the mac address.', 'Is this a mac address? If so, you should add this:']"
147,30,147_min_minvalue_minimum_max,"['min', 'minvalue', 'minimum', 'max', 'threshold', 'thresholds', 'maxresults', 'values', 'emaximum', 'value']","['Min max?', 'Same as min value, please just use max value and remove max value threshold. same issue as min value', 'It would be a lot easier to understand if you just use min value. something like min value on its own sets a value it cannot be smaller than (and the way it is coded you can do exectly that with just min value) BUT ... This will not work for my use case ... I would have to add another setting i.e. how do you suggest we achieve: if it is less than 0.025 mA, treat it as 0 I am open to another suggestion, as min value on its own will not. BTW.. reviewing this myself, these 2 very similar bits of new code should be moved into a separate function process result that scales, offsets, and checks min max Well you started off by suggesting only a min value ? My biggest problem is that you add 2 keywords (4 in total min max), and do not cover the cases where only 1 keywords is used (e.g. min with threshold or just threshold). This is adding a complexity to the configuration that is unwanted. I have no problem with a simple filter function (min max) but extending it is really something you should do with a template sensor, where you have a lot more possibilities. It is important to keep the configuration as simple as possible, the modbus integration is responsible for communicating with modbus devices and does very simple value manipulation. Just to give you an idea we have had requests to replace ""scale"" with a function, allowing the value to be graduated instead of a simple scaling, the list manipulation wishes are big, and are all solved with the template sensor. I started with one parameter. You asked me to add min value and max value which I did. If you don\'t use them it will work as now. If you just specify min value or max value then the pr will work as you requested. I had to add optional thresholds to make them work for my original use case. Please check the comments on the pr itself as they clearly indicate you can just have min value and it will work as you expect. This is clear in the code where the values are loaded in the constructor BTW.. my original proposal had been to clamp small values near 0 to 0, but what is there now is more flexible and will handle your use cases as well yes, and if you use a template sensor, you do not need to make a custom integration, which you need to keep updated whenever the core modbus integration changes pymodbus version. And not to forget my comment about what happens if you use just min value (which will not work with this PR) or if you use just min threshold which might have some side-effects. I tested min value on own and it works as expected. If you specify min value threshold on own it will do nothing. These cases are covered by the code']"
148,29,148_debugging_debugger_debug_print,"['debugging', 'debugger', 'debug', 'print', 'printing', 'breakpoint', 'leftover', 'messages', 'catching', 'process']","['Leftover debug print?', 'Leftover debug print.', 'Leftover debug print.']"
149,29,149_hassconfig_discoveryasync_hassdatasetdefaultdomain_registryasync,"['hassconfig', 'discoveryasync', 'hassdatasetdefaultdomain', 'registryasync', 'async', 'config', 'hass', 'entriesasync', 'hassservicesasync', 'bzucoordinatorasync']","['Use hass.config entries.async setup platforms . L1002-L1005', 'Please use hass.config entries.async setup platforms instead.', 'Here is where I get this error every time I use options flow to add or remove a zone and in the async unload unit test: Even worse, adding and removing zones leaves behind ""ghost"" entities like ""avr"", ""avr1"", ""avr2"" etc that will show as ""unavailable"" but don\'t seem to go away until HA restart. The code is copied from DenonAVR but I must have misunderstood something. The twice is because you remove the ""main"" zone on line 115 with entity registry.async remove(zone.entity id) and again when you call return await hass.config entries.async forward entry unload on line 119. Just remove CONF ZONE1 from the list on line 111. Besides I would first do the await hass.config entries.async forward entry unload , and then remove the left over aditional zones. So move lines 119-121 to 108 If it then still leaves ""ghost"" entities, there is probably something wrong with the unique id matching. easiest way is to add a LOGGER.error() with the zone.unique id on line 113 and then just look in the log how the unique id\'s look like and if they match with your f""{entry.unique id}-{name}""']"
150,29,150_connecting_connect_cannotconnect_connection,"['connecting', 'connect', 'cannotconnect', 'connection', 'connections', 'connectivity', 'disconnect', 'failed', 'error', 'connector']","['Would cannot connect be better?', 'Use cannot connect', 'Please use cannot connect']"
151,29,151_servicevalidationerror_servicevaludationerror_valueerror_servicespy,"['servicevalidationerror', 'servicevaludationerror', 'valueerror', 'servicespy', 'typeerror', 'homeassistanterror', 'error', 'invalid', 'service', 'errors']","['Please use ServiceValidationError instead', 'This too should raise a ServiceValidationError', 'This should raise a ServiceValidationError']"
152,28,152_pop_goes_good_,"['pop', 'goes', 'good', '', '', '', '', '', '', '']","['The same goes for this one.', 'Nothing to pop here', 'Here are a couple of more']"
153,28,153_unused_removed_required_,"['unused', 'removed', 'required', '', '', '', '', '', '', '']","['unused', 'Unused', 'Unused']"
154,27,154_conversationid_conversationasync_conversation_conversationinput,"['conversationid', 'conversationasync', 'conversation', 'conversationinput', 'conversations', 'talk', 'agent', 'converse', 'agentagent', 'agents']","[""Only do this if the conversation agent was previously available for backwards compatibility. I don't think this is necessary because this is the first time Wyoming exposes a conversation agent? This appears to be quite necessary, actually :smile: I had just removed the migration part. Can you explain why you think it is necessary? Creating a conversation entity is the modern way. Setting agents was the old way that we shuoldn't add to new platforms. When I removed it, the agent no longer worked. Should we be calling async set agent automatically in the entity base class? No, that should never be called anymore. It is no longer used. Users should only target the entity ID."", ""Let's call this conversation agent id to be clear what it contains. Did this and renamed command to conversation command everywhere"", 'We should not pass conversation ID to the intent. Conversation ID should be used by the conversation agent to fill in slots based on sentence matching with history, something our default agent does not support.']"
155,27,155_schemaextend_schema_schemas_homeassistantcoreserviceregistryasync,"['schemaextend', 'schema', 'schemas', 'homeassistantcoreserviceregistryasync', 'services', 'service', 'hassservicesasync', 'validator', 'validators', 'validation']","[""We're no longer in a service schema so we shouldn't raise voluptuous errors. Raise a ValueError if we're missing service call parameters. But I think we should think about moving these validations to the service schema. The service schema is defined dynamically and we have access to hass in the schema and all the service data. how do I access hass in the schema validation? I couldn't find any helpers that use hass in helpers config validation . I am all for switching and even potentially doing the device entity ID to node conversion in the validation as well to keep the service logic minimal Define a custom voluptuous validator inside a function that has access to hass , like the method that registers the services. The outer scope will apply to validator without needing to pass the whole scope as parameters. ahh, smart"", ""I'm missing a service validation schema for the services."", ""I'm missing a service validation schema.""]"
156,27,156_stale_code_commented_comment,"['stale', 'code', 'commented', 'comment', 'cleaned', 'refactor', 'async', 'file', 'status', 'switch']","['Stale commented code', 'Stale commented code', 'Stale commented code']"
157,27,157_energy_power_electricity_watts,"['energy', 'power', 'electricity', 'watts', 'kwh', 'watt', 'energyzero', 'smartpower', 'cpower', 'lookinpowerentity']","['All these sensors are using ""Power"" in their name description, but are actually Energy sensors (and thus not Power).', 'To make it clear that it is energy (and not power or something else) done', 'Something is wrong here. Power is not energy, also power should not be TOTAL INCREASING It\'s energy (kw h) even if the device call it ""cpower"". ![image]( Energy is kWh kW h is something completely different. Typo, i wanted to say ""kwh""']"
158,27,158_getter_gettitle_returns_return,"['getter', 'gettitle', 'returns', 'return', 'optional', 'auth', 'default', 'defaults', 'fields', 'field']","['Considering these are optional, .get() could return None . Casting a None with str() returns ""None"" , which is not what you\'ll want for auth ... ... IOW, here and . . . Good catch, resolved', ""user input will always contain the key. No need for get() Thanks. This is my first foray into HA development, learning voluptuous and lovelace has been fun, it's a very slick framework."", 'This could be problematic when .get returns None . Yeah, in theory it never will, because this field always exists, but I did wonder if I should None check it, or not use get.']"
159,27,159_wakeword_wake_wakeworddetectionaborted_wakeworddetectionerror,"['wakeword', 'wake', 'wakeworddetectionaborted', 'wakeworddetectionerror', 'wakeup', 'wakeonlan', 'openwakewordok', 'wol', 'word', 'words0']","['Is this start or end of the wake word ? Or do we just assume that the chunk is just that wake word ?', 'So I am a bit confused here. I thought the goal was that we would try to de-duplicate across both local and Wyoming-based wake words. - Why is it called stt wake up key and not wake word phrase or just wake word ? - Why limit to start stage stt ? That would not work with different styles of wake words. Maybe I\'m being too pedantic by calling it a ""wake-up key"" :smile: But my reasoning was that some wake word models support multiple phrases like ""ok, jarvis"" and ""hey, jarvis"". We don\'t technically know the wake phrase that the user said, just whatever was in the manifest (under wake word ). The different styles (streaming vs local) is a problem. Right now, the wake word system wake word id combo is used as the wake-up key. I think we should change this to the wake word name, which should be something like ""ok nabu"" instead of ok nabu v0.1 and do some normalization so ""hey jarvis"" and ""Hey Jarvis"" still match. We can make rules in our manifest how they should specify wake words. Maybe the property wake word phrase is the most correct here. A single wake word engine could match on multiple wake words. That makes sense. Do you think we should alter the streaming wake word check too? It seems like we\'re moving towards just checking if the ""wake phrases"" (reasonably) match. What do you mean with streaming wake word ? Say you have 2 satellites in the same room, one with local wake word and one using a streaming wake word. Both use ""ok, nabu"". Right now, saying ""ok, nabu"" would wake them both up and duplicate the voice command. Streaming wake word uses the wake word system model name to deconflict (""openWakeWord.ok nabu"") whereas local would just use the wake phrase (""ok nabu""). I\'m proposing these should be considered identical. I agree. We should just look at ok nabu. Using just the wake word phrase now.', 'Should this be wake word too ?']"
160,27,160_flowpytest_tests_testing_initpy,"['flowpytest', 'tests', 'testing', 'initpy', 'test', 'py', 'updatepy', 'init', 'flowpy', 'keyerror']","['Please rename this test module to test init.py .', 'Move these tests to the test config flow.py module.', ""I'd move all the tests to a module test init.py .""]"
161,27,161_mixin_mixins_attribute_sensorstateclassmeasurement,"['mixin', 'mixins', 'attribute', 'sensorstateclassmeasurement', 'optional', 'sensordeviceclasstemperature', 'attributes', 'dataclass', 'intermixed', 'codestyle']","['Please create a mixin so you dont have to set a default', ""Please create a mixin dataclass so we can make this attribute required. See the example I linked. Two questions: 1) Is the purpose of the mixin class to create an abstract placeholder for any future attributes to come? 2) I don't have a use case for exists fn... ? Wouldn't I implement dead code here? Thanks for your help! The purpose of the mixin dataclass is to be able to add an attribute to the entity description that is required. We can't add required attributes in subclasses of dataclass after optional attributes in the parent. The mixin dataclass solves that limitation. I'm not asking you to add the attribute exists fn . The point of the example is to show how to add a mixin dataclass with a required attribute and use the mixin dataclass in the entity description subclass. Done. I hope that works now ..."", 'Mixin already has this']"
162,26,162_dependency_pr_prs_requirementstxt,"['dependency', 'pr', 'prs', 'requirementstxt', 'bump', 'releases', 'bumping', 'superseded', 'bundle', 'include']","[""Does the dependency bump need to go hand in hand with adding the config flow? If not, please move the dependency bump to a separate PR. Yes, the dependency bump is here because we've added the query device info function that is used in the config flow to get the UUID, model name and friendly name and of the TV."", ""This PR is now a dependency bump and a new feature, please split that into 2 separate PR's"", 'Please create a separate PR for the dependency bump']"
163,26,163_yaml_configures_config_configuration,"['yaml', 'configures', 'config', 'configuration', 'platform', 'pr', 'soco', 'changes', 'spi', 'adr0010']","['We no longer allow integrations to add or change a platform YAML configuration. More information on this can be found in Architecture Decision Record: - ADR-0007: decision Please note that this integration connects to a device or service and another Architecture Decision Record applies that disallows the use of YAML configuration in favor of a configuration flow via the UI: - ADR-0010: decision See our developer documentation on how to get started creating a configuration flow for this integration: As these changes often involve a bit of work and some significant shift in the current code, we will close this PR for now. We (and our community!) would really appreciate it if you could start on the refactoring of this integration in a new PR. Thanks already! : 1:', 'We no longer allow integrations to add or change a platform YAML configuration. More information on this can be found in Architecture Decision Record: - ADR-0007: decision Please note that this integration connects to a device or service and another Architecture Decision Record applies that disallows the use of YAML configuration in favor of a configuration flow via the UI: - ADR-0010: decision See our developer documentation on how to get started creating a configuration flow for this integration: As these changes often involve a bit of work and some significant shift in the current code, we will close this PR for now. We (and our community!) would really appreciate it if you could start on the refactoring of this integration in a new PR. Thanks already! : 1:', 'We no longer allow integrations to add or change a platform YAML configuration. More information on this can be found in Architecture Decision Record: - ADR-0007: decision Please note that this integration connects to a device or service and another Architecture Decision Record applies that disallows the use of YAML configuration in favor of a configuration flow via the UI: - ADR-0010: decision See our developer documentation on how to get started creating a configuration flow for this integration: As these changes often involve a bit of work and some significant shift in the current code, we will close this PR for now. We (and our community!) would really appreciate it if you could start on the refactoring of this integration in a new PR. Thanks already! : 1:']"
164,26,164_translatingentityname_entitydescription_entitynaming_nametruemandatoryfornewintegrations,"['translatingentityname', 'entitydescription', 'entitynaming', 'nametruemandatoryfornewintegrations', 'entities', 'entity', 'attributes', 'translatable', 'appendix', 'coordinatorentityravendatacoordinator']","['New integrations entities must support [translation of names and attributes]( Please adopt your code accordingly.', ""For new integrations, we require the following: - Support for [the new entity naming]( has entity name-true-mandatory-for-new-integrations) - Entities and their attributes should be [translatable]( Please adopt your code to add support for it. I think I resolved the new entity naming issue. I'm not sure what to do about making the entities translatable because their names are based on TRIGGERcmd user data. I need to do something, I'll try to figure it out, but I'd appreciate any clues you can give me."", 'For new integrations, we require the following: - Support for [the new entity naming]( has entity name-true-mandatory-for-new-integrations) - Services must be [translatable]( - Entities and their attributes should be [translatable]( Please adopt your code to add support for it. Thanks. Will include it in next commits.']"
165,26,165_registers_register_bytes_byte,"['registers', 'register', 'bytes', 'byte', '4bytes', '16bytes', 'datatype', '0x0100', 'datatypes', '4byte']","['That will not work if count is 1. Work. I add default 2 Should do the same if dont use the data size No it doesn t because you removed the count check, so what happens if I specify count: 5 you need something like register size count ! size', 'The swap is sensitive to the register size, so have a couple of examples, is needed. Maybe the only test needed is ""count 1, size 4"" vs ""count 2, size 2"" All the rest is default I will not support evil stuff above 4 bytes (total byte size) total size count register size', 'But normally register size is 2 (according to standard), when register size is omitted, so it is kind of hard to understand the error message. Apart from that count is valid in combination with register size, so you could have e.g. register size: 4, count 2 Register size: 8, count 1 Count: 4 And they all have the same size.']"
166,26,166_dataclass_dataclasses_dataclassesfields_classes,"['dataclass', 'dataclasses', 'dataclassesfields', 'classes', 'class', 'data', 'object', 'types', 'type', 'defining']","['This could be a dataclass instead.', 'Could be a dataclass', 'This could be a dataclass']"
167,25,167_remove_removed_cleanedup_dont,"['remove', 'removed', 'cleanedup', 'dont', '', '', '', '', '', '']","['Please remove', 'Remove this.', 'Remove']"
168,25,168_tuple_tuples_return_returning,"['tuple', 'tuples', 'return', 'returning', 'items', 'item', 'excluding', 'type', 'backward', 'unpacking']","['Better to not return a tuple though if you can avoid it.', 'This should return a tuple', 'Should return a tuple']"
169,25,169_state_class_missing_package,"['state', 'class', 'missing', 'package', 'model', 'reverted', 'fixed', 'factory', 'itll', 'saving']","['Missing state class', 'Missing state class', 'Missing state class']"
170,24,170_loop_looping_loops_iteration,"['loop', 'looping', 'loops', 'iteration', 'forloop', 'replace', 'moves', 'splitting', 'conditional', 'eliminate']","[""Can you rework this so there is no triple for loop? Should I split this to several functions or should I remove the triple loop? Would a double loop be ok? Something like: tkdrob I simplified the triple loop into a double loop. I hope that's enough, but tell me if you want me to change something else. See aba862e90d13268e4ce68a3f919a15c7908f8e67."", 'We can do this in a loop', 'Use any instead of the loop:']"
171,23,171_constructor_initialize_construction_assign,"['constructor', 'initialize', 'construction', 'assign', 'create', 'entity', 'default', 'property', 'define', 'instances']","['Already set in constructor', 'This can be put in the constructor.', 'This can be put in the constructor. Done']"
172,23,172_code_commented_comment_comments,"['code', 'commented', 'comment', 'comments', 'feedback', 'review', 'reviews', 'explains', 'check', 'missed']","['Commented out code', 'commented out code', 'Commented out code']"
173,23,173_3be9456_8b1d9ba_d949739577125a22a61cd5616584f93bff48e5f3_9a96604fc814869ecb594340ace7a1325230b05b,"['3be9456', '8b1d9ba', 'd949739577125a22a61cd5616584f93bff48e5f3', '9a96604fc814869ecb594340ace7a1325230b05b', '1ee48f0c4f9b892b825ef4b43441bc1d4edded53', 'ed144810a6f7bfef84998ed3747d44fc49e6ff17', '76940724d61cfd07afc5f515f7d90d91acbec322', '872a47ce7183689c9e542c5654d18bdcec515c7e', '38e6f6b57b18eae688f19f737c13f377547b4539', '9843e549a505513ef1029506c2e45f93bdba8060']","['Done in 8b1d9ba', 'Done in [3be9456](', 'Done in [3be9456](']"
174,23,174_coverage_coveragerc_testingyourconfigflow_configflow,"['coverage', 'coveragerc', 'testingyourconfigflow', 'configflow', 'config', 'testing', '100', 'flow', 'configuration', 'tests']","['Config flow needs 100 test coverage', 'You need to have 100 coverage on config flow tests.', 'Config flow should have 100 test coverage']"
175,23,175____,"['', '', '', '', '', '', '', '', '', '']","['Same here', 'Same here', 'Same here']"
176,23,176_conditional_conditionals_ifstatement_ifstatements,"['conditional', 'conditionals', 'ifstatement', 'ifstatements', 'ifs', 'condition', 'return', 'ifcheck', 'nesting', 'nested']","['Does it work for this to be a single statement? (Given this is 3 levels of nested ifs in an inline function) I took advantage of the ability to return early in a successful case to refactor a bit differently. Let me know what you think.', 'Changed if-statement to a guard clause to improve readability.', 'Reverse the conditional here and continue so you can outdent below ok, done']"
177,23,177_stale_comment_comments_explain,"['stale', 'comment', 'comments', 'explain', 'belong', '', '', '', '', '']","['stale comment', 'Stale comment', 'Stale comment?']"
178,22,178_assert_asserting_stateattributesgetoperation_stateentities,"['assert', 'asserting', 'stateattributesgetoperation', 'stateentities', 'state', 'hassstates', 'entity', 'entities', 'checking', 'test']","[""Don't assert details like the coordinator or things in hass.data. Assert state in the state machine."", 'Maybe also assert the entity state?', 'We should assert the state of the entity in the state machine too.']"
179,22,179_entityclassattributes_entityclassorinstanceattributes_attributes_attribute,"['entityclassattributes', 'entityclassorinstanceattributes', 'attributes', 'attribute', 'entity', 'class', 'properties', 'property', 'attr', 'things']","['This can be set as entity class attribute, making the code more compact: entity-class-attributes', 'This can be set as entity class attribute, making the code more compact: entity-class-attributes', 'This can be set as entity class attribute, making the code more compact: entity-class-attributes']"
180,22,180_fixed___,"['fixed', '', '', '', '', '', '', '', '', '']","['Fixed', 'Fixed', 'Fixed']"
181,22,181_used_use_using_anymore,"['used', 'use', 'using', 'anymore', '', '', '', '', '', '']","['Not used', 'Not used', 'Not used.']"
182,21,182_freezer_freeze_fridgefreezer_frozen,"['freezer', 'freeze', 'fridgefreezer', 'frozen', 'freezertick', 'frost', 'using', 'use', 'helper', 'device']","['Please use the freezer', 'Use freezer here too', 'please use the freezer']"
183,21,183_tuya_tuyas_sensor_specification,"['tuya', 'tuyas', 'sensor', 'specification', 'iot', 'specifications', 'device', 'devices', 'datatype', 'data']","[""Attributes are not for debugging. If extra attributes are needed, they can be added in a controlled way (as in specific). Just dumping in all data is not what attributes are for. What data are you trying to expose? .. Frenck frenck in this particular case I will find the valve attribute useful for heating automation, but there are many other useful parameters, such as power state - I will know if the batteries are not discharged in general - I don't see any justification for hiding data. frenck : I've added filtering although as Santanachia mentioned I don't see why hide the data. Depending on the firmware and the settings in the Tuya IoT portal different sets of data can be shown: - standard instruction set (temp set, temp current, mode). This is missing some really usefull data, like valve position, valve setting, etc. - DP instruction set (used eg by Tuya Smart Home application). This set includes much more usefull data, including attributes that I use currently: - fault - to alert on fault - roomtemp calibrat - to automate calibration using another temperature sensor. - valve set (one of normal , ForceOpen , ForceClose ) - allows tracking the valve state - valve - valve open percent. Allows (in conjunction with valve set ) detailed tracing of the Thermostat efficiency - power state - to alert on batteries"", 'How would this work for a motion sensor? As far as I am aware, motion sensors from Tuya are events, and only send the ""on"" state, not the ""off"" state. The Motion sensor within the light sends an off state event based on no motion being detected by the PIR within a defined time, The timings for this are defined in the ""PIR delay"" entity - which in essence defines the time the Light will remain on after motion has stopped being detected. Time can be defined between 5 seconds and 3600 seconds (1 hour) The problem is: Most Tuya devices don\'t send that. Hence it has been removed. Do you mean most Tuya devices in the GYD category or generally? The PIR STATE attribute only seems to be documented against device categories gyd (Motion Sensor Light) and dgnbj (Multi-functional Sensor), the documentation isn\'t that clear, but does suggest that pir state can contain one of two values (""pir"",""none""). The binary sensor does work as noted above against the LEDLIT LTFLPWIFI (reported as PIR-WIFI-2WAY) which I have tested against. Any Pir sensor in Tuya. Regardless of the product type. The implementation details you list, as manufacturer device specific, not Tuya rules standards.', 'I cannot find windows state in the linked documentation. Potentially this is missing from the documentation then as it is returned by the API. Consult the API response: It could be a customization created by the manufacturer, would be nice if there was a specification. In general, we want to avoid adding these. The device works well with Tuya\'s Smart Life application (and within this application these values are exposed), hence I assume that it is intended behavior. This is quite common model I believe, Moes HY360RT TS0601. I\'ve also checked the Tuya IoT portal and all these parameters are there... frenck After some extra investigation: 1. The link refers to Standard Instruction Set only. 2. I\'ve checked the Tuya IoT platform and noticed that the platform allows selecting Control Instruction Mode : - Standard Instruction : ""Control devices with standard instructions after mapping. Various devices across manufacturers can be controlled with a single set of instructions, but note that some functions might not be compatible."" - DP Instruction (it\'s selected in my case, not sure at which point, maybe it was a default): ""Control devices with original DP instructions. You can access any DP information."" The IoT portal suggests both sets are the same (different from [Standard Instruction Set]( DP Instruction Standard Instruction -- -- temp set temp set temp current temp current mode mode child lock child lock fault fault roomtemp calibrat roomtemp calibrat lowtemp lowtemp hightemp hightemp wind wind boost boost valve set valve set comfort temp comfort temp eco temp eco temp valve valve power state power state week state week state Prog Workday Prog Workday Prog Restday Prog Restday Temp holiday Temp holiday windows state windows state Auto Lock Auto Lock Days Holiday Days Holiday 3. I didn\'t get any reply for the tech support ticket. 4. API allows discovering the instruction set supported by the device - [doc]( frenck any update? Note that adding the DP instruction set is rather safe as on the startup, the actually available entities are discovered. I know that there is a performance impact, but this is only for a set of string comparisions. Moreover to fully utilize Tuya Thermostat, it definitely makes sens to enable the DP instruction set.']"
